Company Name,Domain,Website,Category,Domain Rating,Organic Traffic,Organic Keywords,YouTube Channel,Selected Video URL,Video Source,Page URL,Trim Start,Trim End,Dubbed To,Synthesia Share Link,Synthesia GIF URL,Outreach Status,Matched Customer,Customer Lifecycle,Match Type
Pipeline CRM,pipelinecrm.com,https://www.pipelinecrm.com,CRM Software,,,,https://www.youtube.com/channel/UCUyi1Ii7xpDWjebLebSlE-A,https://www.youtube.com/watch?v=EMA9RDiPm1w,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/702fe80a-65ec-4644-b188-78e371dd88e7,https://synthesia-ttv-data.s3.amazonaws.com/video_data/702fe80a-65ec-4644-b188-78e371dd88e7/transfers/rendered_video.gif,SAFE,,,
Meritto,meritto.com,https://www.meritto.com,CRM Software,,,,https://www.youtube.com/@merittoofficial,https://www.youtube.com/watch?v=iiiHygWxztg,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/4d4591f9-a498-45ff-a13b-60910dece933,https://synthesia-ttv-data.s3.amazonaws.com/video_data/4d4591f9-a498-45ff-a13b-60910dece933/transfers/rendered_video.gif,SAFE,,,
Tripleseat,tripleseat.com,https://www.tripleseat.com,CRM Software,,,,https://www.youtube.com/channel/UCHCTtypvJsxJHxp68mRPl0w,https://www.youtube.com/watch?v=FGRROIiJA7Q,youtube_channel,,0:00,0:30,es,,,SAFE,,,
Wise Agent,wiseagent.com,https://www.wiseagent.com,CRM Software,,,,https://www.youtube.com/channel/UCVMnSLnSCUXwARUTgaV589g,https://www.youtube.com/watch?v=9WMFRpFdATs,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/4fdede83-ce71-4765-894f-77b1d222c407,https://synthesia-ttv-data.s3.amazonaws.com/video_data/4fdede83-ce71-4765-894f-77b1d222c407/transfers/rendered_video.gif,SAFE,,,
Podio,podio.com,https://podio.com,CRM Software,,,,https://www.youtube.com/user/Podio,https://www.youtube.com/watch?v=H8w5KnVHvR4,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/4271859f-3072-46ed-bbef-05cb123b60dd,https://synthesia-ttv-data.s3.amazonaws.com/video_data/4271859f-3072-46ed-bbef-05cb123b60dd/transfers/rendered_video.gif,SAFE,,,
iDenfy,idenfy.com,https://www.idenfy.com,,,,,https://www.youtube.com/@iDenfycom,https://www.youtube.com/watch?v=je1oqkbj7Uo,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/f80787ab-777c-460b-ae09-adc5b09eca3c,https://synthesia-ttv-data.s3.amazonaws.com/video_data/f80787ab-777c-460b-ae09-adc5b09eca3c/transfers/rendered_video.gif,SAFE,,,
iSpring,ispring.com,https://www.ispring.com,,,,,https://www.youtube.com/user/iSpringPro,https://www.youtube.com/watch?v=doA4LVH9nbY,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/48e67c3a-6b8f-447f-8746-c091061d9f41,https://synthesia-ttv-data.s3.amazonaws.com/video_data/48e67c3a-6b8f-447f-8746-c091061d9f41/transfers/rendered_video.gif,SAFE,,,
Justuno,justuno.com,https://www.justuno.com,,,,,https://www.youtube.com/user/justunosocial,https://www.youtube.com/watch?v=73rbvoxYIs8,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/72015507-88a3-40d4-886d-8161950914cd,https://synthesia-ttv-data.s3.amazonaws.com/video_data/72015507-88a3-40d4-886d-8161950914cd/transfers/rendered_video.gif,SAFE,,,
Kamatera,kamatera.com,https://www.kamatera.com,,,,,https://www.youtube.com/@Kamatera,https://www.youtube.com/watch?v=OV7bG0MbGPY,youtube_channel,,0:06,0:30,es,https://share.synthesia.io/b8a89fde-986b-4d2d-8fee-74c1557c078a,https://synthesia-ttv-data.s3.amazonaws.com/video_data/b8a89fde-986b-4d2d-8fee-74c1557c078a/transfers/rendered_video.gif,SAFE,,,
Kantata,kantata.com,https://www.kantata.com,,,,,https://www.youtube.com/c/Kantata,https://www.youtube.com/watch?v=A7fCiZnHjLY,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/536988c5-bca1-4ebf-966e-5b40e3cc813f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/536988c5-bca1-4ebf-966e-5b40e3cc813f/transfers/rendered_video.gif,SAFE,,,
Kayako,kayako.com,https://www.kayako.com,,,,,https://www.youtube.com/@kayako,https://www.youtube.com/watch?v=FWQ9JmTScYs,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/b9a6495b-fc12-482f-baa5-20564ce6d50d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/b9a6495b-fc12-482f-baa5-20564ce6d50d/transfers/rendered_video.gif,SAFE,,,
Kentico,kentico.com,https://www.kentico.com,,,,,https://www.youtube.com/c/kentico,https://www.youtube.com/watch?v=6CZ8epDGQ_Y,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/960bdaf6-79c3-458a-8a58-29b7b156e3cd,https://synthesia-ttv-data.s3.amazonaws.com/video_data/960bdaf6-79c3-458a-8a58-29b7b156e3cd/transfers/rendered_video.gif,SAFE,,,
Khoros,khoros.com,https://www.khoros.com,,,,,https://www.youtube.com/c/khoros,https://www.youtube.com/watch?v=pcCakZiSJDs,youtube_channel,,0:13,0:30,es,https://share.synthesia.io/275f4d48-ee9f-44a0-9eab-5c7fe795acc4,https://synthesia-ttv-data.s3.amazonaws.com/video_data/275f4d48-ee9f-44a0-9eab-5c7fe795acc4/transfers/rendered_video.gif,SAFE,,,
Kickbox,kickbox.com,https://www.kickbox.com,,,,,https://www.youtube.com/channel/UC1T7oh3fpLaC7rf2O5rY3uQ,https://www.youtube.com/watch?v=DOhFpAqySKE,youtube_channel,,1:07,1:37,es,https://share.synthesia.io/69d75c11-9b61-4f5e-8b6b-d41d7386895e,https://synthesia-ttv-data.s3.amazonaws.com/video_data/69d75c11-9b61-4f5e-8b6b-d41d7386895e/transfers/rendered_video.gif,SAFE,,,
Kindful,kindful.com,https://www.kindful.com,,,,,https://www.youtube.com/channel/UCdxDs5Xy9k5XdJHPnDoQLzQ,https://www.youtube.com/watch?v=L-vvNr0Yu-Q,youtube_channel,,0:03,0:30,es,https://share.synthesia.io/34657cec-07e3-40c1-b6f2-b2f360a1f0de,https://synthesia-ttv-data.s3.amazonaws.com/video_data/34657cec-07e3-40c1-b6f2-b2f360a1f0de/transfers/rendered_video.gif,SAFE,,,
Kindred,kindred.com,https://www.kindred.com,,,,,https://www.youtube.com/user/kindredhealthcareinc,https://www.youtube.com/watch?v=iMSpLyh1MsI,youtube_channel,,0:06,0:30,es,https://share.synthesia.io/f5d63483-add9-4185-abdd-afeebfe7344f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/f5d63483-add9-4185-abdd-afeebfe7344f/transfers/rendered_video.gif,SAFE,,,
Kirby,kirby.com,https://www.kirby.com,,,,,https://www.youtube.com/channel/UC3hPcM4FlXRPPi9fhPra4Zw,https://www.youtube.com/watch?v=phIvqMrbr1g,youtube_channel,,0:02,0:30,es,https://share.synthesia.io/e66cdfa5-0003-43f9-88e4-a86037e6d052,https://synthesia-ttv-data.s3.amazonaws.com/video_data/e66cdfa5-0003-43f9-88e4-a86037e6d052/transfers/rendered_video.gif,SAFE,,,
KNIME,knime.com,https://www.knime.com,,,,,https://www.youtube.com/c/KNIME,https://www.youtube.com/watch?v=fbGga5-QDZc,youtube_channel,,0:06,0:30,es,https://share.synthesia.io/aeed40fc-6a49-4f2b-8e9c-7bd529a6fa40,https://synthesia-ttv-data.s3.amazonaws.com/video_data/aeed40fc-6a49-4f2b-8e9c-7bd529a6fa40/transfers/rendered_video.gif,SAFE,,,
Kochava,kochava.com,https://www.kochava.com,,,,,https://www.youtube.com/channel/UCKlihlq5aCaPdZPp6F6sc5Q,https://www.youtube.com/watch?v=wio1X_qh6LI,youtube_channel,,0:06,0:30,es,https://share.synthesia.io/bf271a86-17e7-4ff9-a5ef-304ce123187d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/bf271a86-17e7-4ff9-a5ef-304ce123187d/transfers/rendered_video.gif,SAFE,,,
Kruze Consulting,kruzeconsulting.com,https://www.kruzeconsulting.com,,,,,https://www.youtube.com/c/KruzeConsulting,https://www.youtube.com/watch?v=cNcNbL8jxJE,youtube_channel,,0:03,0:30,es,https://share.synthesia.io/f6003ad1-a42e-4fd8-b9e5-039c5f3bac8f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/f6003ad1-a42e-4fd8-b9e5-039c5f3bac8f/transfers/rendered_video.gif,SAFE,,,
Kwanzoo,kwanzoo.com,https://www.kwanzoo.com,,,,,https://youtube.com/@kwanzoomarketing,https://www.youtube.com/watch?v=Wex_22iLvJY,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/0b786dfa-bdd8-46e9-a8d6-2039cf040099,https://synthesia-ttv-data.s3.amazonaws.com/video_data/0b786dfa-bdd8-46e9-a8d6-2039cf040099/transfers/rendered_video.gif,SAFE,,,
Laika,laika.com,https://www.laika.com,,,,,https://www.youtube.com/@LAIKAStudios,https://www.youtube.com/watch?v=2BcxQWlu-qQ,youtube_channel,,0:12,0:42,es,https://share.synthesia.io/15cf2cbd-0d6e-450a-a69f-d20e1a059c22,https://synthesia-ttv-data.s3.amazonaws.com/video_data/15cf2cbd-0d6e-450a-a69f-d20e1a059c22/transfers/rendered_video.gif,SAFE,,,
Vtiger CRM,vtiger.com,https://www.vtiger.com,CRM Software,,,,https://www.youtube.com/user/vtigercrm,https://www.youtube.com/watch?v=v3kY6wIcoJA,youtube_channel,,0:05,0:30,es,https://share.synthesia.io/3ac8c798-b337-4b8e-8316-222285ae11d7,https://synthesia-ttv-data.s3.amazonaws.com/video_data/3ac8c798-b337-4b8e-8316-222285ae11d7/transfers/rendered_video.gif,SAFE,,,
TOP PRODUCER,topproducer.com,https://www.topproducer.com,CRM Software,,,,https://www.youtube.com/user/TPCampus,https://www.youtube.com/watch?v=1tuqRqVNrLc,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/2039c557-e339-4eb5-b550-b54c8c613076,https://synthesia-ttv-data.s3.amazonaws.com/video_data/2039c557-e339-4eb5-b550-b54c8c613076/transfers/rendered_video.gif,SAFE,,,
Xactly Incent,xactlycorp.com,https://www.xactlycorp.com,CRM Software,,,,https://www.youtube.com/@Xactlycorp,https://www.youtube.com/watch?v=cuuAB-zfH5c,youtube_channel,,0:00,0:30,,,,SAFE,,,
Popl,popl.co,https://popl.co,CRM Software,,,,https://www.youtube.com/channel/UCQKT5Xlndffvt1JBScnUjvw,https://www.youtube.com/watch?v=S2PFqMbOHN4,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/1a9ce717-735d-42c8-b3c5-ee9e8f88bf4b,https://synthesia-ttv-data.s3.amazonaws.com/video_data/1a9ce717-735d-42c8-b3c5-ee9e8f88bf4b/transfers/rendered_video.gif,SAFE,,,
VanillaSoft,vanillasoft.com,https://www.vanillasoft.com,CRM Software,,,,https://www.youtube.com/channel/UCh-OldAQnSUn3nMr4fuNrMQ,https://www.youtube.com/watch?v=Ic52e98Ym8Y,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/3bec2de2-2c74-4a08-ab36-e15ead3166d0,https://synthesia-ttv-data.s3.amazonaws.com/video_data/3bec2de2-2c74-4a08-ab36-e15ead3166d0/transfers/rendered_video.gif,SAFE,,,
Kajabi,kajabi.com,https://www.kajabi.com,CRM Software,,,,https://www.youtube.com/@kajabiapp,https://www.youtube.com/watch?v=FFHwIhj8lIk,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/0b856211-5b6c-4ebf-8af9-17ddaf59aa38,https://synthesia-ttv-data.s3.amazonaws.com/video_data/0b856211-5b6c-4ebf-8af9-17ddaf59aa38/transfers/rendered_video.gif,SAFE,,,
Snov.io,snov.io,https://snov.io,CRM Software,,,,https://www.youtube.com/channel/UCfvMUI2tXgc0Pcjk0hF5pSw,https://www.youtube.com/watch?v=lAsLSprTbec,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/741305d5-cb27-4809-8a6b-e69991075891,https://synthesia-ttv-data.s3.amazonaws.com/video_data/741305d5-cb27-4809-8a6b-e69991075891/transfers/rendered_video.gif,SAFE,,,
Kommo,kommo.com,https://www.kommo.com,CRM Software,,,,https://www.youtube.com/@kommoglobal,https://www.youtube.com/watch?v=OEE9n7OJ5jw,youtube_channel,,0:03,0:30,es,https://share.synthesia.io/49610d9f-6834-4eb0-83db-4304aafbee9f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/49610d9f-6834-4eb0-83db-4304aafbee9f/transfers/rendered_video.gif,SAFE,,,
busybusy,busybusy.com,https://www.busybusy.com,,,,,https://www.youtube.com/channel/UCMZGFBgosw-XjWxu5tovqFg,https://www.youtube.com/watch?v=UnFZe9fBRjU,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/32d3a6e8-b945-42ca-8a36-30b9fd04ddc2,https://synthesia-ttv-data.s3.amazonaws.com/video_data/32d3a6e8-b945-42ca-8a36-30b9fd04ddc2/transfers/rendered_video.gif,SAFE,,,
Butter CMS,buttercms.com,https://www.buttercms.com,,,,,https://www.youtube.com/@buttercmsfm,https://www.youtube.com/watch?v=38eEWUrwSz8,youtube_channel,,0:05,0:30,es,https://share.synthesia.io/9691b9b6-99b3-4bd4-bacd-3c6d8284bd46,https://synthesia-ttv-data.s3.amazonaws.com/video_data/9691b9b6-99b3-4bd4-bacd-3c6d8284bd46/transfers/rendered_video.gif,SAFE,,,
ChannelReply,channelreply.com,https://www.channelreply.com,,,,,https://www.youtube.com/c/Channelreply,https://www.youtube.com/watch?v=ji7JqhQN98c,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/e5e17569-a28a-4f8a-a75a-660dba72126f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/e5e17569-a28a-4f8a-a75a-660dba72126f/transfers/rendered_video.gif,SAFE,,,
dbt,dbt.com,https://www.dbt.com,,,,,https://www.youtube.com/channel/UCVpBwKK-ecMEV75y1dYLE5w,https://www.youtube.com/watch?v=jxs86Hg_CfI,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/470175ea-e710-4f8a-b356-cca34137126d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/470175ea-e710-4f8a-b356-cca34137126d/transfers/rendered_video.gif,SAFE,,,
eClinicalWorks,eclinicalworks.com,https://www.eclinicalworks.com,,,,,http://www.youtube.com/user/eClinicalWorks,https://www.youtube.com/watch?v=T_DYImIHszA,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/d18c1a8b-5c6e-4025-aacb-be1ee27d42b0,https://synthesia-ttv-data.s3.amazonaws.com/video_data/d18c1a8b-5c6e-4025-aacb-be1ee27d42b0/transfers/rendered_video.gif,SAFE,,,
eDesk,edesk.com,https://www.edesk.com,,,,,https://www.youtube.com/channel/UCUmMfrZ__PVsqksygGXvvQw,https://www.youtube.com/watch?v=barXHiJzbKk,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/3d755739-a8ec-44ef-9502-6bf21a77391b,https://synthesia-ttv-data.s3.amazonaws.com/video_data/3d755739-a8ec-44ef-9502-6bf21a77391b/transfers/rendered_video.gif,SAFE,,,
edX,edx.com,https://www.edx.com,,,,,https://www.youtube.com/channel/UCOz7otacZ_Gxy2Us1qIxogQ,https://www.youtube.com/watch?v=2KuV64rNX5Y,youtube_channel,,0:05,0:30,es,https://share.synthesia.io/34a8e562-ee18-4ca4-af42-c3b0d27e263b,https://synthesia-ttv-data.s3.amazonaws.com/video_data/34a8e562-ee18-4ca4-af42-c3b0d27e263b/transfers/rendered_video.gif,SAFE,,,
eSUB,esub.com,https://www.esub.com,,,,,https://www.youtube.com/user/eSUBConstructionApps,https://www.youtube.com/watch?v=-6_jbQf0qo4,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/c521f97d-bfff-44de-924b-543fd69ea50e,https://synthesia-ttv-data.s3.amazonaws.com/video_data/c521f97d-bfff-44de-924b-543fd69ea50e/transfers/rendered_video.gif,SAFE,,,
Flinto,flinto.com,https://www.flinto.com,,,,,https://www.youtube.com/channel/UCKQ7xHm52MlA8MSxjVj-Nwg,https://www.youtube.com/watch?v=WCBvmUytUHE,youtube_channel,,0:03,0:30,es,https://share.synthesia.io/4dbba396-f364-47af-86bf-8b181203b095,https://synthesia-ttv-data.s3.amazonaws.com/video_data/4dbba396-f364-47af-86bf-8b181203b095/transfers/rendered_video.gif,SAFE,,,
Lightdash,lightdash.com,https://www.lightdash.com,,,,,https://www.youtube.com/channel/UCgVZeT_aqyW8ky4x-4xP_uA,https://www.youtube.com/watch?v=8ECjHwBEVk8,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/35af2b65-a8e7-4902-8292-f9d17a76030f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/35af2b65-a8e7-4902-8292-f9d17a76030f/transfers/rendered_video.gif,SAFE,,,
Lightspeed Restaurant,lightspeedrestaurant.com,https://www.lightspeedrestaurant.com,,,,,https://www.youtube.com/user/lightspeedretail,https://www.youtube.com/watch?v=E1UVakGKiYs,youtube_channel,,0:06,0:30,es,https://share.synthesia.io/6381daf4-f1e2-499c-957a-23cf7bfe57c9,https://synthesia-ttv-data.s3.amazonaws.com/video_data/6381daf4-f1e2-499c-957a-23cf7bfe57c9/transfers/rendered_video.gif,SAFE,,,
Limeade,limeade.com,https://www.limeade.com,,,,,https://www.youtube.com/user/limeademarketing,https://www.youtube.com/watch?v=vAL_pkcmduk,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/8b4564be-70c2-4a00-9fba-1b0d039193df,https://synthesia-ttv-data.s3.amazonaws.com/video_data/8b4564be-70c2-4a00-9fba-1b0d039193df/transfers/rendered_video.gif,SAFE,,,
Lithic,lithic.com,https://www.lithic.com,,,,,https://www.youtube.com/@LithicHQ,https://www.youtube.com/watch?v=1O05Q97RvGQ,youtube_channel,,1:31,2:01,es,https://share.synthesia.io/d967ac9c-9be6-4c41-adf9-15c346829424,https://synthesia-ttv-data.s3.amazonaws.com/video_data/d967ac9c-9be6-4c41-adf9-15c346829424/transfers/rendered_video.gif,SAFE,,,
Litmus,litmus.com,https://www.litmus.com,,,,,https://www.youtube.com/@Litmus1,https://www.youtube.com/watch?v=uebY7xv0JsQ,youtube_channel,,0:08,0:30,es,https://share.synthesia.io/83192d8d-f9b2-402f-aa8f-05859d36aa83,https://synthesia-ttv-data.s3.amazonaws.com/video_data/83192d8d-f9b2-402f-aa8f-05859d36aa83/transfers/rendered_video.gif,SAFE,,,
Little Hotelier,littlehotelier.com,https://www.littlehotelier.com,,,,,https://www.youtube.com/channel/UCXwq5ZVd_lYsaossPljvXBw,https://www.youtube.com/watch?v=nR8Pp5_geJo,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/6ac51735-4893-4a32-8971-51f301c37670,https://synthesia-ttv-data.s3.amazonaws.com/video_data/6ac51735-4893-4a32-8971-51f301c37670/transfers/rendered_video.gif,SAFE,,,
Liveflow,liveflow.com,https://www.liveflow.com,,,,,https://www.youtube.com/@liveflow_com,https://www.youtube.com/watch?v=3O73v7P68Wg,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/04f5d3c5-ab06-4dc6-af5f-5b4558494304,https://synthesia-ttv-data.s3.amazonaws.com/video_data/04f5d3c5-ab06-4dc6-af5f-5b4558494304/transfers/rendered_video.gif,SAFE,,,
LiveKit,livekit.com,https://www.livekit.com,,,,,https://www.youtube.com/@livekit_io,https://www.youtube.com/watch?v=54kQ-QCjr7c,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/04535f51-109b-4cb4-a656-b73238999747,https://synthesia-ttv-data.s3.amazonaws.com/video_data/04535f51-109b-4cb4-a656-b73238999747/transfers/rendered_video.gif,SAFE,,,
LivePerson,liveperson.com,https://www.liveperson.com,,,,,https://www.youtube.com/@liveperson,https://www.youtube.com/watch?v=qz_j_i_igyI,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/4d3f0155-86e2-4455-8dd3-25a4dd376e61,https://synthesia-ttv-data.s3.amazonaws.com/video_data/4d3f0155-86e2-4455-8dd3-25a4dd376e61/transfers/rendered_video.gif,SAFE,,,
Livestorm,livestorm.com,https://www.livestorm.com,,,,,https://www.youtube.com/channel/UCUOeqx6gVd7e5zIxytxeCcA,https://www.youtube.com/watch?v=GfH3p9mcYtQ,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/a49bd83b-b9cb-4a9a-beda-bae86fcf426b,https://synthesia-ttv-data.s3.amazonaws.com/video_data/a49bd83b-b9cb-4a9a-beda-bae86fcf426b/transfers/rendered_video.gif,SAFE,,,
Local Viking,localviking.com,https://www.localviking.com,,,,,https://www.youtube.com/channel/UCR8x2qpMfdOp7Bvbo3pkZgg,https://www.youtube.com/watch?v=jHGArMkXguU,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/260c2634-0454-4fc6-b474-007b482f8f5b,https://synthesia-ttv-data.s3.amazonaws.com/video_data/260c2634-0454-4fc6-b474-007b482f8f5b/transfers/rendered_video.gif,SAFE,,,
Locus Robotics,locusrobotics.com,https://www.locusrobotics.com,,,,,https://www.youtube.com/@LocusBots,https://www.youtube.com/watch?v=oRMclnyD3gc,youtube_channel,,0:05,0:30,es,https://share.synthesia.io/a653c9e7-e70e-4d04-a3da-7d34dbdda853,https://synthesia-ttv-data.s3.amazonaws.com/video_data/a653c9e7-e70e-4d04-a3da-7d34dbdda853/transfers/rendered_video.gif,SAFE,,,
LogicGate,logicgate.com,https://www.logicgate.com,,,,,https://www.youtube.com/channel/UCrMgTZqCFJxmqR5Z0ComHJQ,https://www.youtube.com/watch?v=SZmYo7rc7RU,youtube_channel,,0:15,0:45,es,https://share.synthesia.io/59620e9f-4f74-4496-8447-df13c8cb222e,https://synthesia-ttv-data.s3.amazonaws.com/video_data/59620e9f-4f74-4496-8447-df13c8cb222e/transfers/rendered_video.gif,SAFE,,,
LogicMonitor,logicmonitor.com,https://www.logicmonitor.com,,,,,https://www.youtube.com/channel/UCeiil_Bau3hXJSNwJvyh-3Q,https://www.youtube.com/watch?v=jlL-YKsHrdM,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/43c0c44a-c13b-47ee-b5e3-ddf13b821152,https://synthesia-ttv-data.s3.amazonaws.com/video_data/43c0c44a-c13b-47ee-b5e3-ddf13b821152/transfers/rendered_video.gif,SAFE,,,
Lucidchart,lucidchart.com,https://www.lucidchart.com,,,,,https://www.youtube.com/channel/UCnd94o169CbOIJyiEUkTL2A,https://www.youtube.com/watch?v=pAzgJrx0nFA,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/43648b87-0c71-42db-bf36-8ad06a2c9a85,https://synthesia-ttv-data.s3.amazonaws.com/video_data/43648b87-0c71-42db-bf36-8ad06a2c9a85/transfers/rendered_video.gif,SAFE,,,
LambdaTest,lambdatest.com,https://www.lambdatest.com,,,,,https://www.youtube.com/c/LambdaTest,https://www.youtube.com/watch?v=PxXkDHMiF5Q,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/faf0ecc8-ef2d-4aec-ac82-f9a10e0de78d,https://synthesia-ttv-data.s3.amazonaws.com/video_data/faf0ecc8-ef2d-4aec-ac82-f9a10e0de78d/transfers/rendered_video.gif,SAFE,,,
LangChain,langchain.com,https://www.langchain.com,,,,,https://www.youtube.com/@LangChain,https://www.youtube.com/watch?v=5yXLZTIqBsU,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/b995e63e-828d-4631-9a41-125c6c55c1d7,https://synthesia-ttv-data.s3.amazonaws.com/video_data/b995e63e-828d-4631-9a41-125c6c55c1d7/transfers/rendered_video.gif,SAFE,,,
Laserfiche,laserfiche.com,https://www.laserfiche.com,,,,,https://www.youtube.com/@Laserfiche,https://www.youtube.com/watch?v=tJF6sU0cUoM,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/c55179c2-b536-4328-a7ef-6315aba2253f,https://synthesia-ttv-data.s3.amazonaws.com/video_data/c55179c2-b536-4328-a7ef-6315aba2253f/transfers/rendered_video.gif,SAFE,,,
LastPass,lastpass.com,https://www.lastpass.com,,,,,https://www.youtube.com/c/LastPass,https://www.youtube.com/watch?v=rs6Q7DtIGtA,youtube_channel,,0:06,0:30,es,https://share.synthesia.io/8fd409ba-96d1-4890-9da3-262d055200b8,https://synthesia-ttv-data.s3.amazonaws.com/video_data/8fd409ba-96d1-4890-9da3-262d055200b8/transfers/rendered_video.gif,SAFE,,,
Lattice,lattice.com,https://www.lattice.com,,,,,https://www.youtube.com/c/Latticehq,https://www.youtube.com/watch?v=72L4aNfg5j4,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/dd7906ba-6ac4-48d8-af28-c73c2362bce2,https://synthesia-ttv-data.s3.amazonaws.com/video_data/dd7906ba-6ac4-48d8-af28-c73c2362bce2/transfers/rendered_video.gif,SAFE,,,
LaunchDarkly,launchdarkly.com,https://www.launchdarkly.com,,,,,https://www.youtube.com/@LaunchDarkly,https://www.youtube.com/watch?v=eReqg-mAo7Y,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/d640c6c3-742e-4ada-a2d0-f6a842df0ea9,https://synthesia-ttv-data.s3.amazonaws.com/video_data/d640c6c3-742e-4ada-a2d0-f6a842df0ea9/transfers/rendered_video.gif,SAFE,,,
LaunchNotes,launchnotes.com,https://www.launchnotes.com,,,,,https://www.youtube.com/channel/UClgMZx0kGDSSBAQG0wkDRyg,https://www.youtube.com/watch?v=tY90McJ-Jv4,youtube_channel,,0:05,0:30,es,https://share.synthesia.io/f2f7bc0c-f49e-4aa1-8c53-908ad0c04dfb,https://synthesia-ttv-data.s3.amazonaws.com/video_data/f2f7bc0c-f49e-4aa1-8c53-908ad0c04dfb/transfers/rendered_video.gif,SAFE,,,
Lavu,lavu.com,https://www.lavu.com,,,,,https://www.youtube.com/@LavuPOS,https://www.youtube.com/watch?v=zmFR4Xv3jvw,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/02753333-7d4e-48e1-8938-81bd7b7158c7,https://synthesia-ttv-data.s3.amazonaws.com/video_data/02753333-7d4e-48e1-8938-81bd7b7158c7/transfers/rendered_video.gif,SAFE,,,
LeadDyno,leaddyno.com,https://www.leaddyno.com,,,,,https://www.youtube.com/c/LeadDyno,https://www.youtube.com/watch?v=d_tVhRjYL2s,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/cee065c2-bf15-4532-acac-931feae253c0,https://synthesia-ttv-data.s3.amazonaws.com/video_data/cee065c2-bf15-4532-acac-931feae253c0/transfers/rendered_video.gif,SAFE,,,
LeadIQ,leadiq.com,https://www.leadiq.com,,,,,https://www.youtube.com/channel/UCNb5aT5w8EIMX4QKFuFL_Yg,https://www.youtube.com/watch?v=8LbLk3qpc2U,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/09066e50-578f-4858-a7fc-c01291689796,https://synthesia-ttv-data.s3.amazonaws.com/video_data/09066e50-578f-4858-a7fc-c01291689796/transfers/rendered_video.gif,SAFE,,,
Leadpages,leadpages.com,https://www.leadpages.com,,,,,https://www.youtube.com/@LeadpagesSoftware,https://www.youtube.com/watch?v=yEs8ma7boLk,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/3ad074a6-7340-4d7d-9752-a7b9acfc4c89,https://synthesia-ttv-data.s3.amazonaws.com/video_data/3ad074a6-7340-4d7d-9752-a7b9acfc4c89/transfers/rendered_video.gif,SAFE,,,
LeadSquared,leadsquared.com,https://www.leadsquared.com,,,,,https://www.youtube.com/channel/UCKrxJA7HFsDmKI-2G3xqv9g,https://www.youtube.com/watch?v=LelBJAH7KIY,youtube_channel,,0:00,0:30,es,https://share.synthesia.io/5d496422-d0c6-4881-85bb-77c926818246,https://synthesia-ttv-data.s3.amazonaws.com/video_data/5d496422-d0c6-4881-85bb-77c926818246/transfers/rendered_video.gif,SAFE,,,
